0.551099612,0.786975906,1
0.503701569,0.434561785,1
-1.008943518,-1.297223326,0
0.500440511,0.543853491,1
0.563841583,0.473785999,1
0.355154292,0.565992909,1
0.603519762,0.332963723,1
0.51515214,0.526193174,1
0.455077225,0.470152887,1
0.507991543,0.422941099,1
0.428915734,0.569272087,1
0.410681144,0.639064753,1
-1.140116711,-1.14350829,0
0.601334054,0.196364245,1
-1.274473956,-1.138695788,0
-1.220949295,-1.219680905,0
0.665317966,0.691433683,1
-1.058982536,-1.080149334,0
0.412716986,0.386232948,1
-1.261040012,-1.249470674,0
0.489229072,0.571939019,1
-1.284370581,-1.08551136,0
-1.237093099,-1.402166129,0
0.559104108,0.279309674,1
-1.214734322,-1.068881106,0
-1.315949476,-1.133355508,0
-1.315569203,-1.423714902,0
-1.137400339,-1.311142874,0
0.495595729,0.436440042,1
0.448963278,0.245100665,1
-1.127808683,-0.96429065,0
-1.21000086,-1.15830637,0
0.499837523,0.82137823,1
-1.144908757,-0.970928154,0
-1.329539977,-1.289042853,0
-1.03360958,-0.970016643,0
0.472163929,0.294678072,1
0.512360735,0.581744154,1
-1.352041132,-1.018474509,0
0.366938206,0.36250785,1
-1.148455593,-1.033855086,0
0.472071149,0.475278462,1
0.433574647,0.372440007,1
-1.148208011,-0.678318958,0
0.344104117,0.215400635,1
0.53630286,0.544910399,1
0.490387874,0.526588353,1
-1.381477824,-1.290629308,0
0.537535104,0.550671874,1
0.418741426,0.356980641,1
0.598649843,0.453666852,1
-1.18759345,-0.967947221,0
0.453177511,0.44739546,1
0.429177189,0.433516758,1
-1.134805367,-1.342400261,0
0.664580383,0.493503336,1
0.446670807,0.567093645,1
-1.202509643,-0.951852863,0
-1.30156487,-1.26321437,0
0.493357229,0.485133428,1
-1.116700808,-1.279480743,0
0.456445191,0.629116168,1
0.494168781,0.568731407,1
-1.172370755,-1.33074951,0
-1.220185129,-0.915406073,0
0.44171648,0.682999266,1
-1.272796047,-1.158068767,0
-1.242812527,-1.047188521,0
0.69868484,0.368507925,1
-1.308303184,-1.219348935,0
0.438362148,0.537487061,1
-1.091483822,-1.248291317,0
-1.345228868,-1.200540839,0
0.589573229,0.18427597,1
-1.164418941,-1.085201589,0
0.527432522,0.402157669,1
-1.279370204,-1.124763379,0
-1.248060867,-0.916814168,0
0.492287496,0.519293349,1
-1.229583437,-1.227911996,0
0.215988047,0.506729247,1
-1.149901523,-1.193068322,0
0.544134158,0.752943736,1
-1.189717195,-1.028692355,0
-1.044550671,-1.012038032,0
0.404634036,0.509367901,1
-1.164539786,-1.383863126,0
-1.277210625,-1.164710652,0
-1.26183994,-1.216648585,0
-1.116558937,-1.060014097,0
0.438058744,0.653960947,1
0.58919154,0.566520077,1
0.575818732,0.285890179,1
0.602116196,0.410262122,1
0.736126339,0.457440757,1
-1.398369742,-1.148205124,0
0.411251547,0.473537418,1
